Year,County Code,County Name,Cause Code,Selected Cause of Death,Deaths,Crude Rate,Adjusted Rate
2003,18,Columbia,2,Malignant Neoplasms,154,242.9,185.7
2003,18,Columbia,3,Diabetes Mellitus,15,23.7,17.8
2003,18,Columbia,4,Diseases of the Heart,245,386.4,277.9
2003,18,Columbia,5,Cerebrovascular Disease,25,39.4,29.6
2003,18,Columbia,6,Pneumonia,13,20.5,15.6
2003,18,Columbia,7,Chronic Lower Respiratory Diseases (CLRD),43,67.8,49.7
2003,18,Columbia,8,Accidents (Total),17,26.8,24.3
2003,18,Columbia,9,All Other Causes,146,230.3,177.9
2003,19,Cortland,0,Total,450,924.2,871.2
2003,19,Cortland,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,19,Cortland,2,Malignant Neoplasms,98,201.3,194.7
2003,19,Cortland,3,Diabetes Mellitus,14,28.8,28.0
2003,19,Cortland,4,Diseases of the Heart,138,283.4,264.6
2003,19,Cortland,5,Cerebrovascular Disease,26,53.4,51.7
2003,19,Cortland,6,Pneumonia,20,41.1,37.9
2003,19,Cortland,7,Chronic Lower Respiratory Diseases (CLRD),26,53.4,50.4
2003,19,Cortland,8,Accidents (Total),11,22.6,21.1
2003,19,Cortland,9,All Other Causes,117,240.3,222.8
2003,2,New York City,0,Total,57917,716.3,713.6
2003,2,New York City,1,Acquired Immune Deficiency Syndrome (AIDS),1610,19.9,19.9
2003,2,New York City,2,Malignant Neoplasms,12900,159.5,161.0
2003,2,New York City,3,Diabetes Mellitus,1870,23.1,23.3
2003,2,New York City,4,Diseases of the Heart,23740,293.6,289.9
2003,2,New York City,5,Cerebrovascular Disease,1869,23.1,23.0
2003,2,New York City,6,Pneumonia,2670,33.0,32.4
2003,2,New York City,7,Chronic Lower Respiratory Diseases (CLRD),1708,21.1,21.3
2003,2,New York City,8,Accidents (Total),1189,14.7,14.7
2003,2,New York City,9,All Other Causes,10361,128.1,128.1
2003,20,Delaware,0,Total,531,1124.0,768.1
2003,20,Delaware,1,Acquired Immune Deficiency Syndrome (AIDS),1,2.1,1.9
2003,20,Delaware,2,Malignant Neoplasms,96,203.3,141.3
2003,20,Delaware,3,Diabetes Mellitus,26,55.1,39.1
2003,20,Delaware,4,Diseases of the Heart,169,357.9,227.8
2003,20,Delaware,5,Cerebrovascular Disease,36,76.2,53.1
2003,20,Delaware,6,Pneumonia,13,27.5,17.7
2003,20,Delaware,7,Chronic Lower Respiratory Diseases (CLRD),31,65.6,43.2
2003,20,Delaware,8,Accidents (Total),18,38.1,35.3
2003,20,Delaware,9,All Other Causes,141,298.6,208.7
2003,21,Dutchess,0,Total,2197,755.3,754.2
2003,21,Dutchess,1,Acquired Immune Deficiency Syndrome (AIDS),7,2.4,2.1
2003,21,Dutchess,2,Malignant Neoplasms,526,180.8,178.5
2003,21,Dutchess,3,Diabetes Mellitus,49,16.8,17.0
2003,21,Dutchess,4,Diseases of the Heart,688,236.5,236.7
2003,21,Dutchess,5,Cerebrovascular Disease,128,44.0,44.5
2003,21,Dutchess,6,Pneumonia,76,26.1,26.2
2003,21,Dutchess,7,Chronic Lower Respiratory Diseases (CLRD),118,40.6,41.1
2003,21,Dutchess,8,Accidents (Total),68,23.4,23.0
2003,21,Dutchess,9,All Other Causes,537,184.6,185.0
2003,22,Erie,0,Total,9987,1061.0,828.0
2003,22,Erie,1,Acquired Immune Deficiency Syndrome (AIDS),29,3.1,3.1
2003,22,Erie,2,Malignant Neoplasms,2283,242.5,194.0
2003,22,Erie,3,Diabetes Mellitus,226,24.0,18.8
2003,22,Erie,4,Diseases of the Heart,3107,330.1,250.0
2003,22,Erie,5,Cerebrovascular Disease,663,70.4,52.3
2003,22,Erie,6,Pneumonia,287,30.5,22.6
2003,22,Erie,7,Chronic Lower Respiratory Diseases (CLRD),437,46.4,35.3
2003,22,Erie,8,Accidents (Total),239,25.4,22.2
2003,22,Erie,9,All Other Causes,2716,288.5,229.8
2003,23,Essex,0,Total,384,984.8,749.6
2003,23,Essex,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,23,Essex,2,Malignant Neoplasms,100,256.5,198.4
2003,23,Essex,3,Diabetes Mellitus,4,10.3,7.9
2003,23,Essex,4,Diseases of the Heart,89,228.3,171.5
2003,23,Essex,5,Cerebrovascular Disease,32,82.1,58.5
2003,23,Essex,6,Pneumonia,9,23.1,16.9
2003,23,Essex,7,Chronic Lower Respiratory Diseases (CLRD),26,66.7,50.0
2003,23,Essex,8,Accidents (Total),16,41.0,32.1
2003,23,Essex,9,All Other Causes,108,277.0,214.4
2003,24,Franklin,0,Total,428,838.3,765.0
2003,24,Franklin,1,Acquired Immune Deficiency Syndrome (AIDS),1,2.0,1.5
2003,24,Franklin,2,Malignant Neoplasms,97,190.0,175.7
2003,24,Franklin,3,Diabetes Mellitus,11,21.5,20.0
2003,24,Franklin,4,Diseases of the Heart,132,258.5,234.1
2003,24,Franklin,5,Cerebrovascular Disease,25,49.0,43.7
2003,24,Franklin,6,Pneumonia,12,23.5,22.6
2003,24,Franklin,7,Chronic Lower Respiratory Diseases (CLRD),32,62.7,59.0
2003,24,Franklin,8,Accidents (Total),17,33.3,30.5
2003,24,Franklin,9,All Other Causes,101,197.8,177.8
2003,25,Fulton,0,Total,577,1045.0,783.8
2003,25,Fulton,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,25,Fulton,2,Malignant Neoplasms,121,219.2,171.1
2003,25,Fulton,3,Diabetes Mellitus,15,27.2,20.2
2003,25,Fulton,4,Diseases of the Heart,192,347.8,248.5
2003,25,Fulton,5,Cerebrovascular Disease,31,56.2,40.0
2003,25,Fulton,6,Pneumonia,11,19.9,14.8
2003,25,Fulton,7,Chronic Lower Respiratory Diseases (CLRD),39,70.6,54.7
2003,25,Fulton,8,Accidents (Total),18,32.6,30.6
2003,25,Fulton,9,All Other Causes,150,271.7,203.9
2003,26,Genesee,0,Total,605,1008.0,827.7
2003,26,Genesee,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,26,Genesee,2,Malignant Neoplasms,142,236.6,198.1
2003,26,Genesee,3,Diabetes Mellitus,24,40.0,34.6
2003,26,Genesee,4,Diseases of the Heart,181,301.6,241.5
2003,26,Genesee,5,Cerebrovascular Disease,28,46.7,35.3
2003,26,Genesee,6,Pneumonia,16,26.7,22.4
2003,26,Genesee,7,Chronic Lower Respiratory Diseases (CLRD),34,56.6,46.5
2003,26,Genesee,8,Accidents (Total),29,48.3,44.0
2003,26,Genesee,9,All Other Causes,151,251.6,205.2
2003,27,Greene,0,Total,557,1140.0,887.0
2003,27,Greene,1,Acquired Immune Deficiency Syndrome (AIDS),6,12.3,12.0
2003,27,Greene,2,Malignant Neoplasms,110,225.1,178.5
2003,27,Greene,3,Diabetes Mellitus,10,20.5,15.0
2003,27,Greene,4,Diseases of the Heart,195,399.1,303.4
2003,27,Greene,5,Cerebrovascular Disease,29,59.3,44.2
2003,27,Greene,6,Pneumonia,23,47.1,34.2
2003,27,Greene,7,Chronic Lower Respiratory Diseases (CLRD),31,63.4,49.8
2003,27,Greene,8,Accidents (Total),22,45.0,40.1
2003,27,Greene,9,All Other Causes,131,268.1,209.8
2003,28,Hamilton,0,Total,55,1042.0,676.6
2003,28,Hamilton,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,28,Hamilton,2,Malignant Neoplasms,20,378.9,234.5
2003,28,Hamilton,3,Diabetes Mellitus,0,0.0,0.0
2003,28,Hamilton,4,Diseases of the Heart,11,208.4,128.7
2003,28,Hamilton,5,Cerebrovascular Disease,4,75.8,45.2
2003,28,Hamilton,6,Pneumonia,2,37.9,25.8
2003,28,Hamilton,7,Chronic Lower Respiratory Diseases (CLRD),3,56.8,32.8
2003,28,Hamilton,8,Accidents (Total),4,75.8,76.7
2003,28,Hamilton,9,All Other Causes,11,208.4,133.0
2003,29,Herkimer,0,Total,765,1201.0,856.4
2003,29,Herkimer,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.6,1.7
2003,29,Herkimer,2,Malignant Neoplasms,163,255.9,192.2
2003,29,Herkimer,3,Diabetes Mellitus,13,20.4,15.5
2003,29,Herkimer,4,Diseases of the Heart,253,397.1,267.2
2003,29,Herkimer,5,Cerebrovascular Disease,38,59.7,39.0
2003,29,Herkimer,6,Pneumonia,26,40.8,25.5
2003,29,Herkimer,7,Chronic Lower Respiratory Diseases (CLRD),43,67.5,48.7
2003,29,Herkimer,8,Accidents (Total),23,36.1,30.8
2003,29,Herkimer,9,All Other Causes,205,321.8,235.9
2003,3,Bronx,0,Total,10090,740.2,865.2
2003,3,Bronx,1,Acquired Immune Deficiency Syndrome (AIDS),494,36.2,40.4
2003,3,Bronx,2,Malignant Neoplasms,2156,158.2,188.4
2003,3,Bronx,3,Diabetes Mellitus,443,32.5,38.7
2003,3,Bronx,4,Diseases of the Heart,3579,262.5,311.1
2003,3,Bronx,5,Cerebrovascular Disease,344,25.2,29.7
2003,3,Bronx,6,Pneumonia,450,33.0,38.9
2003,3,Bronx,7,Chronic Lower Respiratory Diseases (CLRD),326,23.9,28.8
2003,3,Bronx,8,Accidents (Total),169,12.4,13.9
2003,3,Bronx,9,All Other Causes,2129,156.2,175.3
2003,30,Jefferson,0,Total,851,742.3,774.3
2003,30,Jefferson,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,30,Jefferson,2,Malignant Neoplasms,200,174.4,184.1
2003,30,Jefferson,3,Diabetes Mellitus,22,19.2,20.0
2003,30,Jefferson,4,Diseases of the Heart,230,200.6,210.2
2003,30,Jefferson,5,Cerebrovascular Disease,53,46.2,47.8
2003,30,Jefferson,6,Pneumonia,30,26.2,27.5
2003,30,Jefferson,7,Chronic Lower Respiratory Diseases (CLRD),65,56.7,60.7
2003,30,Jefferson,8,Accidents (Total),41,35.8,33.8
2003,30,Jefferson,9,All Other Causes,210,183.2,190.2
2003,31,Lewis,0,Total,233,874.8,768.3
2003,31,Lewis,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,31,Lewis,2,Malignant Neoplasms,53,199.0,174.8
2003,31,Lewis,3,Diabetes Mellitus,12,45.1,38.5
2003,31,Lewis,4,Diseases of the Heart,72,270.3,235.8
2003,31,Lewis,5,Cerebrovascular Disease,11,41.3,34.4
2003,31,Lewis,6,Pneumonia,4,15.0,13.2
2003,31,Lewis,7,Chronic Lower Respiratory Diseases (CLRD),15,56.3,49.9
2003,31,Lewis,8,Accidents (Total),9,33.8,31.1
2003,31,Lewis,9,All Other Causes,57,214.0,190.5
2003,32,Livingston,0,Total,511,790.3,810.0
2003,32,Livingston,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.5,2.1
2003,32,Livingston,2,Malignant Neoplasms,143,221.2,223.2
2003,32,Livingston,3,Diabetes Mellitus,11,17.0,17.5
2003,32,Livingston,4,Diseases of the Heart,121,187.1,192.1
2003,32,Livingston,5,Cerebrovascular Disease,41,63.4,66.2
2003,32,Livingston,6,Pneumonia,14,21.7,22.7
2003,32,Livingston,7,Chronic Lower Respiratory Diseases (CLRD),23,35.6,36.4
2003,32,Livingston,8,Accidents (Total),24,37.1,36.1
2003,32,Livingston,9,All Other Causes,133,205.7,213.9
2003,33,Madison,0,Total,585,833.5,778.7
2003,33,Madison,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,33,Madison,2,Malignant Neoplasms,158,225.1,208.5
2003,33,Madison,3,Diabetes Mellitus,12,17.1,15.7
2003,33,Madison,4,Diseases of the Heart,145,206.6,193.0
2003,33,Madison,5,Cerebrovascular Disease,40,57.0,52.9
2003,33,Madison,6,Pneumonia,13,18.5,16.6
2003,33,Madison,7,Chronic Lower Respiratory Diseases (CLRD),37,52.7,49.2
2003,33,Madison,8,Accidents (Total),24,34.2,31.7
2003,33,Madison,9,All Other Causes,156,222.3,211.0
2003,34,Monroe,0,Total,6390,867.3,757.6
2003,34,Monroe,1,Acquired Immune Deficiency Syndrome (AIDS),26,3.5,3.5
2003,34,Monroe,2,Malignant Neoplasms,1538,208.8,189.1
2003,34,Monroe,3,Diabetes Mellitus,122,16.6,14.7
2003,34,Monroe,4,Diseases of the Heart,1758,238.6,202.9
2003,34,Monroe,5,Cerebrovascular Disease,481,65.3,54.4
2003,34,Monroe,6,Pneumonia,170,23.1,19.0
2003,34,Monroe,7,Chronic Lower Respiratory Diseases (CLRD),255,34.6,30.4
2003,34,Monroe,8,Accidents (Total),166,22.5,20.9
2003,34,Monroe,9,All Other Causes,1874,254.4,222.6
2003,35,Montgomery,0,Total,669,1355.0,863.2
2003,35,Montgomery,1,Acquired Immune Deficiency Syndrome (AIDS),3,6.1,6.1
2003,35,Montgomery,2,Malignant Neoplasms,115,232.9,161.4
2003,35,Montgomery,3,Diabetes Mellitus,23,46.6,29.9
2003,35,Montgomery,4,Diseases of the Heart,303,613.7,358.6
2003,35,Montgomery,5,Cerebrovascular Disease,31,62.8,35.9
2003,35,Montgomery,6,Pneumonia,7,14.2,8.5
2003,35,Montgomery,7,Chronic Lower Respiratory Diseases (CLRD),25,50.6,34.1
2003,35,Montgomery,8,Accidents (Total),17,34.4,32.0
2003,35,Montgomery,9,All Other Causes,145,293.7,196.6
2003,36,Nassau,0,Total,11036,823.9,676.1
2003,36,Nassau,1,Acquired Immune Deficiency Syndrome (AIDS),45,3.4,3.2
2003,36,Nassau,2,Malignant Neoplasms,2714,202.6,166.8
2003,36,Nassau,3,Diabetes Mellitus,188,14.0,11.3
2003,36,Nassau,4,Diseases of the Heart,4506,336.4,270.8
2003,36,Nassau,5,Cerebrovascular Disease,439,32.8,26.4
2003,36,Nassau,6,Pneumonia,346,25.8,20.8
2003,36,Nassau,7,Chronic Lower Respiratory Diseases (CLRD),408,30.5,24.5
2003,36,Nassau,8,Accidents (Total),307,22.9,21.2
2003,36,Nassau,9,All Other Causes,2083,155.5,131.1
2003,37,Niagara,0,Total,2347,1076.0,860.2
2003,37,Niagara,1,Acquired Immune Deficiency Syndrome (AIDS),3,1.4,1.4
2003,37,Niagara,2,Malignant Neoplasms,534,244.8,198.8
2003,37,Niagara,3,Diabetes Mellitus,55,25.2,20.7
2003,37,Niagara,4,Diseases of the Heart,848,388.7,302.9
2003,37,Niagara,5,Cerebrovascular Disease,134,61.4,47.4
2003,37,Niagara,6,Pneumonia,58,26.6,20.4
2003,37,Niagara,7,Chronic Lower Respiratory Diseases (CLRD),126,57.8,45.4
2003,37,Niagara,8,Accidents (Total),53,24.3,22.1
2003,37,Niagara,9,All Other Causes,536,245.7,201.1
2003,38,Oneida,0,Total,2521,1076.0,798.2
2003,38,Oneida,1,Acquired Immune Deficiency Syndrome (AIDS),6,2.6,2.6
2003,38,Oneida,2,Malignant Neoplasms,542,231.3,178.9
2003,38,Oneida,3,Diabetes Mellitus,66,28.2,20.6
2003,38,Oneida,4,Diseases of the Heart,820,349.9,248.1
2003,38,Oneida,5,Cerebrovascular Disease,158,67.4,46.3
2003,38,Oneida,6,Pneumonia,72,30.7,21.6
2003,38,Oneida,7,Chronic Lower Respiratory Diseases (CLRD),135,57.6,42.4
2003,38,Oneida,8,Accidents (Total),73,31.1,27.0
2004,25,Fulton,0,Total,562,1013.0,758.7
2003,38,Oneida,9,All Other Causes,649,276.9,210.8
2003,39,Onondaga,0,Total,4019,872.7,765.7
2003,39,Onondaga,1,Acquired Immune Deficiency Syndrome (AIDS),14,3.0,2.9
2003,39,Onondaga,2,Malignant Neoplasms,958,208.0,186.7
2003,39,Onondaga,3,Diabetes Mellitus,116,25.2,22.4
2003,39,Onondaga,4,Diseases of the Heart,1036,225.0,193.1
2003,39,Onondaga,5,Cerebrovascular Disease,264,57.3,48.9
2003,39,Onondaga,6,Pneumonia,137,29.7,24.9
2003,39,Onondaga,7,Chronic Lower Respiratory Diseases (CLRD),242,52.5,45.6
2003,39,Onondaga,8,Accidents (Total),144,31.3,28.8
2003,39,Onondaga,9,All Other Causes,1108,240.6,212.3
2003,4,Kings,0,Total,17787,719.4,728.8
2003,4,Kings,1,Acquired Immune Deficiency Syndrome (AIDS),505,20.4,21.3
2003,4,Kings,2,Malignant Neoplasms,3758,152.0,155.8
2003,4,Kings,3,Diabetes Mellitus,594,24.0,24.6
2003,4,Kings,4,Diseases of the Heart,7660,309.8,311.1
2003,4,Kings,5,Cerebrovascular Disease,541,21.9,22.3
2003,4,Kings,6,Pneumonia,798,32.3,32.3
2003,4,Kings,7,Chronic Lower Respiratory Diseases (CLRD),455,18.4,18.8
2003,4,Kings,8,Accidents (Total),345,14.0,14.3
2003,4,Kings,9,All Other Causes,3131,126.6,128.4
2003,40,Ontario,0,Total,879,858.0,739.1
2003,40,Ontario,1,Acquired Immune Deficiency Syndrome (AIDS),1,1.0,0.9
2003,40,Ontario,2,Malignant Neoplasms,226,220.6,195.2
2003,40,Ontario,3,Diabetes Mellitus,17,16.6,13.8
2003,40,Ontario,4,Diseases of the Heart,246,240.1,201.4
2003,40,Ontario,5,Cerebrovascular Disease,46,44.9,37.7
2003,40,Ontario,6,Pneumonia,25,24.4,20.8
2003,40,Ontario,7,Chronic Lower Respiratory Diseases (CLRD),58,56.6,49.2
2003,40,Ontario,8,Accidents (Total),27,26.4,24.5
2003,40,Ontario,9,All Other Causes,233,227.4,195.5
2003,41,Orange,0,Total,2505,689.8,775.5
2003,41,Orange,1,Acquired Immune Deficiency Syndrome (AIDS),17,4.7,4.7
2003,41,Orange,2,Malignant Neoplasms,609,167.7,189.3
2003,41,Orange,3,Diabetes Mellitus,56,15.4,17.2
2003,41,Orange,4,Diseases of the Heart,759,209.0,237.0
2003,41,Orange,5,Cerebrovascular Disease,121,33.3,38.1
2003,41,Orange,6,Pneumonia,76,20.9,23.6
2003,41,Orange,7,Chronic Lower Respiratory Diseases (CLRD),159,43.8,51.8
2003,41,Orange,8,Accidents (Total),83,22.9,23.4
2003,41,Orange,9,All Other Causes,625,172.1,190.3
2003,42,Orleans,0,Total,377,864.1,796.9
2003,42,Orleans,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,42,Orleans,2,Malignant Neoplasms,102,233.8,219.9
2003,42,Orleans,3,Diabetes Mellitus,7,16.0,14.5
2003,42,Orleans,4,Diseases of the Heart,125,286.5,259.8
2003,42,Orleans,5,Cerebrovascular Disease,24,55.0,50.0
2003,42,Orleans,6,Pneumonia,10,22.9,20.2
2003,42,Orleans,7,Chronic Lower Respiratory Diseases (CLRD),19,43.5,40.4
2003,42,Orleans,8,Accidents (Total),15,34.4,33.1
2003,42,Orleans,9,All Other Causes,75,171.9,158.9
2003,43,Oswego,0,Total,1068,864.8,897.9
2003,43,Oswego,1,Acquired Immune Deficiency Syndrome (AIDS),3,2.4,2.7
2003,43,Oswego,2,Malignant Neoplasms,253,204.9,210.7
2003,43,Oswego,3,Diabetes Mellitus,29,23.5,24.8
2003,43,Oswego,4,Diseases of the Heart,308,249.4,259.4
2003,43,Oswego,5,Cerebrovascular Disease,72,58.3,60.7
2003,43,Oswego,6,Pneumonia,26,21.1,22.4
2003,43,Oswego,7,Chronic Lower Respiratory Diseases (CLRD),82,66.4,70.0
2003,43,Oswego,8,Accidents (Total),41,33.2,34.1
2003,43,Oswego,9,All Other Causes,254,205.7,213.0
2003,44,Otsego,0,Total,629,1011.0,803.4
2003,44,Otsego,1,Acquired Immune Deficiency Syndrome (AIDS),0,0.0,0.0
2003,44,Otsego,2,Malignant Neoplasms,161,258.9,210.3
2003,44,Otsego,3,Diabetes Mellitus,10,16.1,13.7
2003,44,Otsego,4,Diseases of the Heart,190,305.5,233.5
2003,44,Otsego,5,Cerebrovascular Disease,39,62.7,48.7
2003,44,Otsego,6,Pneumonia,11,17.7,13.3
2003,44,Otsego,7,Chronic Lower Respiratory Diseases (CLRD),53,85.2,70.3
2003,44,Otsego,8,Accidents (Total),28,45.0,39.2
2003,44,Otsego,9,All Other Causes,137,220.3,174.4
2003,45,Putnam,0,Total,592,594.7,697.3
2003,45,Putnam,1,Acquired Immune Deficiency Syndrome (AIDS),2,2.0,1.8
2003,45,Putnam,2,Malignant Neoplasms,159,159.7,178.0
2003,45,Putnam,3,Diabetes Mellitus,11,11.0,12.8
2003,45,Putnam,4,Diseases of the Heart,188,188.8,232.0
2003,45,Putnam,5,Cerebrovascular Disease,16,16.1,21.1
2003,45,Putnam,6,Pneumonia,27,27.1,31.6
2003,45,Putnam,7,Chronic Lower Respiratory Diseases (CLRD),36,36.2,44.2
2003,45,Putnam,8,Accidents (Total),26,26.1,28.2
2003,45,Putnam,9,All Other Causes,127,127.6,147.6
2003,46,Rensselaer,0,Total,1378,894.8,809.2
2003,46,Rensselaer,1,Acquired Immune Deficiency Syndrome (AIDS),3,1.9,2.1
2003,46,Rensselaer,2,Malignant Neoplasms,334,216.9,197.4
2003,46,Rensselaer,3,Diabetes Mellitus,38,24.7,22.2
2003,46,Rensselaer,4,Diseases of the Heart,425,276.0,245.8
2003,46,Rensselaer,5,Cerebrovascular Disease,77,50.0,44.5
2003,46,Rensselaer,6,Pneumonia,26,16.9,14.9
2003,46,Rensselaer,7,Chronic Lower Respiratory Diseases (CLRD),82,53.2,48.1
2003,46,Rensselaer,8,Accidents (Total),25,16.2,15.8
2003,46,Rensselaer,9,All Other Causes,368,239.0,218.4
2003,47,Rockland,0,Total,2123,724.6,740.3
